common_material_id,common_code,common_description,material_family,material_type,material_grade,nominal_size,pressure_rating,standard_spec,unit_of_measure,consolidated_attributes,cpse_coverage,member_count,governance_status,group_confidence,group_identity_hash,approved_by,approved_at,approval_rationale
CMM-PUMP-CF08C1-001,CMM-PUMP-CF08C1-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | 2 IN X 1.5 IN | API 610,PUMP,CENTRIFUGAL PUMP,CARBON STEEL,2 IN X 1.5 IN,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",Coal India;NMDC;NTPC;SAIL,4,VERIFIED_HARMONIZED,1.0,cf08c1238322f2e43ea631ece89757d0545bc1c85e5cccc07df076b6b0afe08f,,,
CMM-PUMP-D01AD9-001,CMM-PUMP-D01AD9-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,d01ad96a03bce5e94f3563cce2bc0e7f6875fa005680f60f0c7e98f3eaab50dd,,,
CMM-PUMP-D06965-001,CMM-PUMP-D06965-001,PUMP | CAST IRON | DN 100 | ISO 2858,PUMP,,CAST IRON,DN 100,,ISO 2858,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 100"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",HPCL;NMDC;NTPC;SAIL,4,VERIFIED_HARMONIZED,1.0,d06965ba607ef041fb54e29218ed75731a4b09ba8fcbff87945c6bec2f56b918,,,
CMM-PUMP-D0ED1D-001,CMM-PUMP-D0ED1D-001,PUMP | CENTRIFUGAL PUMP | SS 316 | DN 80 | IS 1520,PUMP,CENTRIFUGAL PUMP,SS 316,DN 80,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d0ed1dc9b4817187bd73c124474b744e70a48a4d7a5f517abf9d97571e5675c9,,,
CMM-PUMP-D12801-001,CMM-PUMP-D12801-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d128010d3b6eff2fa90f12ee8c994dc0de3ddd447261410e74ad122ac525c5b4,,,
CMM-PUMP-D1A263-001,CMM-PUMP-D1A263-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,d1a263bf00ef71e853d047ab3c95158f37c552b4390b3f5fcb5545196400704b,,,
CMM-PUMP-D1CD5C-001,CMM-PUMP-D1CD5C-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,d1cd5c44980833b513da7186ebbfa20860903af99a179b27675fca873337c208,,,
CMM-PUMP-D36460-001,CMM-PUMP-D36460-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,,ALLOY STEEL,6 IN,,API 7K,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6 IN"", ""specification"": ""API 7K"", ""standard"": ""API 7K"", ""unit"": ""SET""}",ONGC,1,STANDALONE_CANDIDATE,1.0,d3646019c523edc1c4da9ebfdd860a3a60620f45336601135700f76a52482fd7,,,
CMM-PUMP-D3FA3F-001,CMM-PUMP-D3FA3F-001,PUMP | DUPLEX STEEL | 2 IN X 1.5 IN | ISO 2858,PUMP,,DUPLEX STEEL,2 IN X 1.5 IN,,ISO 2858,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""DUPLEX STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": ""VERTICAL"", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",Coal India;NTPC,2,VERIFIED_HARMONIZED,1.0,d3fa3f52a66db73b595a8c91d98ed47892832d8b8aa0eddb6aa0696e0354b68d,,,
CMM-PUMP-D585B9-001,CMM-PUMP-D585B9-001,PUMP | SS 304 | 2 IN X 1.5 IN | API 610,PUMP,,SS 304,2 IN X 1.5 IN,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",BHEL,1,STANDALONE_CANDIDATE,1.0,d585b9d34cdd01e22cd14241952013e029abb9fb603b528bc4aca16bd4f8a171,,,
CMM-PUMP-DB6C55-001,CMM-PUMP-DB6C55-001,PUMP | CAST IRON | 2 IN X 1.5 IN | ISO 2858,PUMP,,CAST IRON,2 IN X 1.5 IN,,ISO 2858,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",BHEL;IOCL;NMDC;NTPC;SAIL,5,VERIFIED_HARMONIZED,1.0,db6c55e997a65b8bd9811dd96dc9e8f7398abe072946c218ec7058b0a755784c,,,
CMM-PUMP-DBFE2C-001,CMM-PUMP-DBFE2C-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | 3 IN X 2 IN | API 610,PUMP,CENTRIFUGAL PUMP,CARBON STEEL,3 IN X 2 IN,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""3 IN X 2 IN"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",ONGC,1,STANDALONE_CANDIDATE,1.0,dbfe2c76d84880d0d6e39c7b93c9782c9753dfc6a7b3599b6c57eb5b652e1f7f,,,
CMM-PUMP-DFF5C6-001,CMM-PUMP-DFF5C6-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,dff5c665d185aa71b83ff64e141828f8f6a816848c0f0da4d182905364211783,,,
CMM-PUMP-E00533-001,CMM-PUMP-E00533-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,,ALLOY STEEL,6 IN,,API 7K,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6 IN"", ""specification"": ""API 7K"", ""standard"": ""API 7K"", ""unit"": ""SET""}",ONGC,1,STANDALONE_CANDIDATE,1.0,e005334703d4e3e7ba25f2a8525307889f5b28d772b0dcb7863c42fddb4d0643,,,
CMM-PUMP-E22A9D-001,CMM-PUMP-E22A9D-001,PUMP | DUPLEX STEEL | 3 IN X 2 IN | IS 1520,PUMP,,DUPLEX STEEL,3 IN X 2 IN,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""DUPLEX STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""3 IN X 2 IN"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",Coal India;NTPC,2,VERIFIED_HARMONIZED,1.0,e22a9d69b994af10ba9382b4d3e3695e7deba345f3bee302857c15b2d6a61b51,,,
CMM-PUMP-E31790-001,CMM-PUMP-E31790-001,PUMP | SS 316 | DN 80 | ISO 2858,PUMP,,SS 316,DN 80,,ISO 2858,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",IOCL;NMDC;NTPC,3,VERIFIED_HARMONIZED,1.0,e3179078c1802e93d75c258ad77fc8a4bc8ed18c86df63eb50edd209c7bee954,,,
CMM-PUMP-E367B3-001,CMM-PUMP-E367B3-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,e367b32638f744735551d28e493802ca5023365540132127cd325ee48f0562ad,,,
CMM-PUMP-E593A0-001,CMM-PUMP-E593A0-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,e593a01006f2108334d643b8e4bbc84c07e555366d079002cfa8ca8392c384d5,,,
CMM-PUMP-E5F7C9-001,CMM-PUMP-E5F7C9-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,e5f7c9057561688648065ce79a77d11cb3f7356d4adf129742d691d08f981230,,,
CMM-PUMP-E68106-001,CMM-PUMP-E68106-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,e68106b995715ad561bd195873d82a98219cf03ea2620ceaf9b234ee4380ee7f,,,
CMM-PUMP-E80267-001,CMM-PUMP-E80267-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,,SS 316,2 IN X 1.5 IN,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": ""VERTICAL"", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",NMDC,1,STANDALONE_CANDIDATE,1.0,e80267f1020fa4a37669c4782940a3cafcead1ab37870879021ad10886dfb66c,,,
CMM-PUMP-E8E8DD-001,CMM-PUMP-E8E8DD-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,e8e8dd82c1f96f069f923f130739994ad5a36986656e7d08bbffe73ab46226c3,,,
CMM-PUMP-E9BB25-001,CMM-PUMP-E9BB25-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,,SS 316,2 IN X 1.5 IN,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",ONGC,1,STANDALONE_CANDIDATE,1.0,e9bb256030f490cbeecb5248a05c4a056a29c2e841be9d3059770001821f9440,,,
CMM-PUMP-ED0D84-001,CMM-PUMP-ED0D84-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | DN 100 | API 610,PUMP,CENTRIFUGAL PUMP,CARBON STEEL,DN 100,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 100"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",BHEL;Coal India;HPCL;ONGC;SAIL,5,VERIFIED_HARMONIZED,1.0,ed0d8408319a20ede3a1fd3ae05b50f3d388776c49bff57aa58fa04e8da04e3c,,,
CMM-PUMP-EE6BE0-001,CMM-PUMP-EE6BE0-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,ee6be01896e81c3db08f926552e64264c8afa3a4c464a105be83c69129c879d9,,,
CMM-PUMP-EFB17A-001,CMM-PUMP-EFB17A-001,PUMP | CENTRIFUGAL PUMP | SS 316 | DN 100 | API 610,PUMP,CENTRIFUGAL PUMP,SS 316,DN 100,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 100"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,6,VERIFIED_HARMONIZED,1.0,efb17ac21963c2ee2a3eabb24ffc0bbb0e124a491dd8dfa6bafa8037654e8cb4,,,
CMM-PUMP-F1363E-001,CMM-PUMP-F1363E-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,,ALLOY STEEL,6 IN,,API 7K,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""6 IN"", ""specification"": ""API 7K"", ""standard"": ""API 7K"", ""unit"": ""SET""}",ONGC,1,STANDALONE_CANDIDATE,1.0,f1363e62162902807231d79896c1664a227856e16a1426aa77e0634ae3a9ac6b,,,
CMM-PUMP-F243B1-001,CMM-PUMP-F243B1-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,f243b15aea33cc10d771453b28c79b8adfcdc82430bd64ddee68fd2e3b777005,,,
CMM-PUMP-F2C290-001,CMM-PUMP-F2C290-001,PUMP | ALLOY STEEL | 3 IN X 2 IN | ISO 2858,PUMP,,ALLOY STEEL,3 IN X 2 IN,,ISO 2858,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""3 IN X 2 IN"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,f2c2905c29e7c0dfc2119b2e0f7a46b9cbabb91ecf4b4309225eb248b191b048,,,
CMM-PUMP-F3916E-001,CMM-PUMP-F3916E-001,PUMP | CARBON STEEL | DN 80 | IS 1520,PUMP,,CARBON STEEL,DN 80,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",Coal India;HPCL;IOCL;SAIL,4,VERIFIED_HARMONIZED,1.0,f3916e2109b7bb05dcb61dd683c482f6ef34b917f26db109e3ca0b0da0417de4,,,
CMM-PUMP-F5C782-001,CMM-PUMP-F5C782-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,,CARBON STEEL,DN 80,,API 675,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 675"", ""standard"": ""API 675"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,f5c782bcca5694e4698441753977867fb96042e9bbaae15a8190f8cea738b96d,,,
CMM-PUMP-F75603-001,CMM-PUMP-F75603-001,PUMP | CENTRIFUGAL PUMP | SS 304 | DN 80 | IS 1520,PUMP,CENTRIFUGAL PUMP,SS 304,DN 80,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": ""CENTRIFUGAL PUMP"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",IOCL,1,STANDALONE_CANDIDATE,1.0,f756038f18d8ad0dad282f8ee043c6427eed6eb435b91768049aee4f7fc1008d,,,
CMM-PUMP-F7EE1D-001,CMM-PUMP-F7EE1D-001,PUMP | SS 316 | DN 80 | API 610,PUMP,,SS 316,DN 80,,API 610,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 80"", ""specification"": ""API 610"", ""standard"": ""API 610"", ""unit"": ""SET""}",HPCL,1,STANDALONE_CANDIDATE,1.0,f7ee1d46040c2958cf1b6cd52bdaf0164705b7f81dd64bd9c1adccdf55ebe416,,,
CMM-PUMP-FA44B3-001,CMM-PUMP-FA44B3-001,PUMP | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP,,CAST IRON,2 IN X 1.5 IN,,IS 1520,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": ""VERTICAL"", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",BHEL;Coal India;NMDC;ONGC,4,VERIFIED_HARMONIZED,1.0,fa44b3382bd56e1f26f67473cb877bfed33a448675678de748cbb47854ad851a,,,
CMM-PUMP-FC6AAF-001,CMM-PUMP-FC6AAF-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,,SS 316,2 IN X 1.5 IN,,IS 1520,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": ""VERTICAL"", ""pressure_class"": """", ""rating"": """", ""size"": ""2 IN X 1.5 IN"", ""specification"": ""IS 1520"", ""standard"": ""IS 1520"", ""unit"": ""SET""}",BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,6,VERIFIED_HARMONIZED,1.0,fc6aafc3c70651d0b6b4809b5fc5a5406665f7b2ba50b7e11e4f93e267ac22c8,,,
CMM-PUMP-FC9A80-001,CMM-PUMP-FC9A80-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,,CAST IRON,DN 150,,IS 5120,SET,"{""connection_type"": """", ""construction"": ""CAST"", ""end_type"": """", ""material"": """", ""material_family"": ""PUMP"", ""material_grade"": ""CAST IRON"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""DN 150"", ""specification"": ""IS 5120"", ""standard"": ""IS 5120"", ""unit"": ""SET""}",Coal India,1,STANDALONE_CANDIDATE,1.0,fc9a8025985426e4d2ad3c550e0da4532150725bf2ef477e3cf39eb8e13b9149,,,
CMM-PUMP-FEF7B9-001,CMM-PUMP-FEF7B9-001,PUMP | CARBON STEEL | 3 IN X 2 IN | ISO 2858,PUMP,,CARBON STEEL,3 IN X 2 IN,,ISO 2858,SET,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""PUMP"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""3 IN X 2 IN"", ""specification"": ""ISO 2858"", ""standard"": ""ISO 2858"", ""unit"": ""SET""}",BHEL;Coal India;NMDC;NTPC,4,VERIFIED_HARMONIZED,1.0,fef7b9b4479b3cb87ed7210079b68d98a57736ae76d52d3976f27f1da83a22f9,,,
